"","X","McAllister.LTS.MD10","McAllister.LTS.MD11","McAllister.LTS.MD12","McAllister.LTS.MD13","McAllister.LTS.MD14","McAllister.LTS.MD15","McAllister.LTS.MD16","McAllister.LTS.MD17","McAllister.LTS.MD18","McAllister.LTS.MD19","McAllister.LTS.MD2","McAllister.LTS.MD20","McAllister.LTS.MD21","McAllister.LTS.MD3","McAllister.LTS.MD4","McAllister.LTS.MD5","McAllister.LTS.MD6","McAllister.LTS.MD7","McAllister.LTS.MD8","McAllister.LTS.MD9","McAllister.STS.MD1","McAllister.STS.MD10","McAllister.STS.MD11","McAllister.STS.MD12","McAllister.STS.MD13","McAllister.STS.MD14","McAllister.STS.MD15","McAllister.STS.MD16","McAllister.STS.MD17","McAllister.STS.MD18","McAllister.STS.MD19","McAllister.STS.MD2","McAllister.STS.MD20","McAllister.STS.MD21","McAllister.STS.MD22","McAllister.STS.MD3","McAllister.STS.MD4","McAllister.STS.MD5","McAllister.STS.MD6","McAllister.STS.MD7","McAllister.STS.MD8","McAllister.STS.MD9"
"137","Zotu.0138",1,3,0,2,0,2,1,1,0,1,0,2,2,2,1,0,2,2,0,0,0,0,1,1,1,1,1,0,0,0,2,2,2,0,1,1,1,1,2,2,0,0
"138","Zotu.0139",1,0,0,0,0,0,0,2,2,0,1,0,0,1,1,0,1,2,1,0,2,2,1,0,1,0,1,0,1,1,0,2,0,0,3,1,0,2,2,0,1,1
"139","Zotu.0140",1,0,0,1,1,2,3,1,0,2,3,1,2,1,1,2,1,0,2,0,0,3,4,0,3,1,1,1,3,0,1,1,2,0,1,0,1,1,3,3,1,1
"140","Zotu.0141",1,2,2,1,0,0,2,3,1,1,0,0,2,2,1,2,0,0,2,0,2,2,2,1,0,1,1,1,1,1,0,2,1,2,0,2,2,0,1,0,0,2
"141","Zotu.0142",2,1,0,1,1,2,0,0,2,1,0,0,0,2,0,1,0,1,1,2,2,0,1,1,1,2,0,1,4,1,0,1,3,4,0,0,2,0,0,1,2,0
"142","Zotu.0143",1,1,0,0,2,4,1,1,1,0,1,1,1,0,0,1,2,0,2,0,2,1,0,1,0,1,0,1,2,2,1,4,1,0,1,3,0,0,1,0,2,1
"143","Zotu.0144",1,0,0,0,1,0,2,0,0,2,1,1,0,0,0,1,1,2,0,1,1,1,2,3,1,5,2,0,1,0,1,0,1,0,1,1,1,2,1,0,2,3
"144","Zotu.0145",0,1,2,1,2,2,1,0,1,2,2,1,0,1,0,0,0,2,1,0,1,0,1,2,3,1,1,0,0,2,0,0,1,0,1,2,2,1,0,1,1,3
"145","Zotu.0146",1,2,1,1,1,1,2,0,3,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,2,0,3,1,1,2,0,1,0,0,0,0,0,2,1,1
"146","Zotu.0147",1,2,3,1,0,4,0,0,2,1,1,2,0,0,2,2,2,0,2,3,1,1,1,0,0,1,2,2,0,2,1,1,1,0,0,0,0,1,2,2,1,1
"147","Zotu.0148",1,0,2,1,0,4,0,1,0,1,1,3,0,1,1,1,3,1,1,1,1,1,0,1,2,1,0,2,0,2,0,1,1,2,0,0,1,4,0,0,1,0
"148","Zotu.0149",1,1,0,1,1,0,0,0,0,0,3,1,2,2,1,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,1,2,1,2,2,1,0,3
"149","Zotu.0150",1,2,1,0,1,0,2,2,0,1,2,1,1,3,1,1,1,2,1,0,0,3,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,2
"150","Zotu.0151",0,1,0,3,4,1,0,0,0,3,1,1,4,4,1,2,2,4,1,0,0,2,0,3,0,1,0,1,1,1,0,1,0,0,1,0,3,4,0,3,0,1
"151","Zotu.0152",2,3,1,2,2,1,1,1,0,0,2,0,1,1,1,3,3,2,0,0,3,0,0,1,1,0,0,0,0,0,3,1,2,0,2,0,1,0,1,1,2,1
"152","Zotu.0153",1,0,0,0,0,2,1,0,1,2,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,2,2,0,0,0,0,1,2,1,2,1,0,1,1,3,2,0
"153","Zotu.0154",0,0,2,1,1,0,1,1,0,0,2,0,1,2,0,2,1,1,4,1,0,4,2,0,0,0,2,1,1,0,1,0,0,0,2,1,1,0,2,1,2,1
"154","Zotu.0155",0,1,0,1,1,1,0,1,1,2,0,1,0,1,1,2,0,0,0,1,0,2,0,0,1,1,1,2,0,3,1,2,1,0,1,0,0,0,0,3,2,1
"155","Zotu.0156",0,3,0,1,3,1,1,1,1,0,0,0,0,2,1,1,0,0,1,2,1,2,1,1,0,2,0,0,1,1,0,1,0,2,1,0,0,2,1,0,0,0
"156","Zotu.0157",1,2,2,1,1,1,2,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0,3,0,0,0,1,2,1,0,1,0,3,1,1,0,1,0
"157","Zotu.0158",0,0,1,1,2,0,1,0,1,0,1,0,1,1,0,3,1,1,0,1,1,2,1,0,1,2,0,2,2,1,1,0,0,1,0,0,0,2,1,0,0,1
"158","Zotu.0159",1,2,3,1,1,2,0,1,0,0,1,1,0,0,2,1,0,2,0,2,0,2,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,3,0,0
"159","Zotu.0160",1,0,2,2,1,1,0,2,0,0,1,1,0,1,1,0,0,0,2,2,0,2,3,4,2,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0
"160","Zotu.0161",1,1,1,1,0,0,2,1,3,3,1,3,0,1,1,0,2,3,2,1,2,0,0,0,1,0,0,1,2,1,0,0,0,0,2,2,1,2,2,1,2,2
"161","Zotu.0162",2,3,1,1,2,1,1,1,0,0,2,1,0,0,0,1,2,1,1,1,1,2,2,3,1,1,2,0,1,1,2,2,1,1,1,0,2,2,0,1,0,3
"162","Zotu.0163",1,1,3,0,0,2,1,0,1,1,0,0,2,0,1,0,3,4,2,2,1,1,1,2,1,2,0,1,2,0,0,1,0,2,0,1,0,2,0,0,2,1
"163","Zotu.0164",2,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,2,0,1,0,0,2,0,0,1,0,0,0,0,1,1,2,2,3,2,1,0
"164","Zotu.0165",0,0,2,2,0,3,0,1,0,5,2,1,0,0,0,1,3,0,3,1,2,2,1,3,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,2
"165","Zotu.0166",0,2,1,2,0,3,1,2,0,2,0,1,0,1,0,2,1,0,2,1,2,2,0,0,1,1,2,1,0,1,3,0,0,1,0,2,3,1,1,2,1,1
"166","Zotu.0167",2,1,2,1,1,1,0,1,0,0,0,2,4,1,0,0,0,2,2,3,3,1,1,0,4,1,1,1,2,0,0,2,3,1,0,2,1,2,1,1,0,1
"167","Zotu.0168",1,0,0,0,2,3,1,3,0,1,1,0,0,1,2,0,0,1,1,4,0,1,0,1,2,2,0,1,0,1,2,0,3,1,1,0,0,0,0,0,2,1
"168","Zotu.0169",1,2,0,1,0,2,2,0,3,1,1,2,2,1,3,1,1,1,0,0,1,2,2,2,1,0,2,0,2,1,1,1,1,2,1,1,1,0,1,1,0,2
"169","Zotu.0170",2,1,1,0,3,1,1,4,1,1,0,1,0,3,0,1,0,2,0,0,0,0,1,0,0,0,1,3,2,1,0,3,1,1,1,0,0,0,0,0,0,1
"170","Zotu.0171",0,0,1,2,0,0,0,0,0,2,2,1,1,1,0,1,3,0,2,1,3,3,1,0,2,2,0,0,2,0,0,0,1,1,0,2,1,1,0,0,2,2
"171","Zotu.0172",0,0,1,2,0,0,0,2,0,1,1,1,0,1,3,0,2,0,4,1,1,2,1,1,0,1,0,0,1,2,2,0,2,3,1,1,1,0,0,0,1,1
"172","Zotu.0173",1,1,0,0,1,0,2,1,0,0,1,0,2,2,2,2,1,5,2,2,0,0,3,2,1,1,0,1,1,1,1,1,0,1,3,1,1,1,0,0,1,1
"173","Zotu.0174",0,1,2,0,1,1,3,0,0,1,0,1,4,2,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,2,2,0,1,0,1,0,1,1,3,1,4
"174","Zotu.0175",1,0,1,2,2,1,1,1,3,0,1,1,1,0,3,2,1,0,0,1,5,1,1,0,1,1,2,0,1,0,3,2,1,1,0,2,1,3,0,1,0,1
"175","Zotu.0176",1,0,1,0,0,0,2,3,1,0,2,1,0,2,1,1,1,0,1,0,2,0,1,3,1,2,1,0,1,1,1,1,0,1,0,0,4,0,1,1,3,0
"176","Zotu.0177",1,1,0,2,1,0,0,3,3,1,0,3,2,1,0,1,0,1,1,1,0,3,0,2,0,0,1,1,1,0,0,1,1,1,1,0,2,0,2,1,0,4
"177","Zotu.0178",1,0,1,0,0,0,1,2,0,3,0,2,2,3,2,1,2,0,0,2,1,0,1,1,1,0,0,0,0,1,1,2,0,2,1,1,0,3,1,1,1,0
"178","Zotu.0179",0,2,0,2,1,0,2,1,1,0,1,0,0,0,0,0,1,0,1,2,0,2,0,0,0,1,0,1,0,2,2,0,1,1,2,2,2,3,0,2,0,2
"179","Zotu.0180",1,0,0,0,1,1,2,2,1,0,0,1,1,3,3,1,1,2,1,1,2,1,2,0,1,1,0,2,1,3,0,2,1,1,1,0,1,1,0,0,0,0
"180","Zotu.0181",2,3,0,0,0,0,0,1,0,1,2,1,3,0,2,2,1,1,0,0,2,0,4,2,3,0,2,1,1,0,1,1,0,2,0,1,0,0,2,0,0,1
"181","Zotu.0182",0,0,1,3,1,1,2,0,1,1,0,1,1,1,0,1,1,2,1,1,0,0,1,0,1,2,2,0,0,1,2,1,2,1,1,1,1,0,0,0,1,2
"182","Zotu.0183",3,2,1,0,0,1,3,1,1,1,2,0,0,0,0,1,1,2,2,1,2,1,1,4,1,0,0,0,0,1,1,2,2,1,1,0,0,4,1,1,3,0
"183","Zotu.0184",0,1,0,3,1,1,0,0,1,1,0,0,0,2,0,3,2,2,0,1,1,0,1,1,0,1,3,1,4,0,1,1,1,0,1,3,1,1,0,2,1,0
"184","Zotu.0185",1,0,0,1,0,0,1,0,3,0,1,0,0,1,1,0,1,0,0,2,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,1,0,2,2,1,0
"185","Zotu.0186",0,0,2,0,1,0,1,0,0,0,0,1,3,0,1,0,2,2,2,0,2,1,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0
"186","Zotu.0187",0,0,2,2,0,0,1,0,0,0,3,0,1,0,0,2,2,1,1,2,1,1,1,1,2,0,0,1,1,0,1,1,0,0,2,1,0,1,3,0,0,2
"187","Zotu.0188",2,0,0,2,1,0,0,1,0,1,1,1,0,0,0,2,1,1,1,1,0,1,0,2,3,0,3,1,0,0,2,1,0,2,0,1,0,2,2,2,2,0
"188","Zotu.0189",0,3,1,0,3,2,2,0,0,1,1,3,1,0,0,0,1,2,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,2,1,1,2,1,1
"189","Zotu.0190",3,1,1,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,2,1,0,2,0,2,0,3,1,2,0,0,0
"190","Zotu.0191",3,0,0,0,0,1,0,0,3,1,0,1,0,1,0,0,2,1,2,0,0,1,1,1,0,4,0,1,0,0,2,0,1,2,2,0,1,0,3,0,1,0
"191","Zotu.0192",2,0,3,0,3,1,1,2,1,1,0,0,1,1,1,0,0,0,0,1,1,2,0,1,0,2,1,2,1,0,1,3,1,0,1,1,0,1,1,2,0,2
"192","Zotu.0193",2,0,1,3,0,2,2,0,2,0,1,0,1,2,2,0,1,1,1,0,0,0,3,0,0,1,0,2,2,0,2,1,2,0,0,0,2,1,1,3,1,1
"193","Zotu.0194",1,0,2,1,0,2,3,2,4,0,0,1,2,3,0,2,2,3,2,2,0,0,0,0,0,0,1,0,0,2,1,1,2,3,1,0,1,1,2,1,2,1
"194","Zotu.0195",1,2,2,0,0,2,1,0,0,2,3,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,2,2,2,1,1,1,0,2,1,3,1,1,1,0,1
"195","Zotu.0196",0,0,1,0,0,1,2,1,1,1,0,1,0,3,1,2,1,0,1,0,1,2,0,0,0,1,1,1,1,0,5,0,2,1,1,0,0,1,0,2,1,1
"196","Zotu.0197",0,0,1,2,3,0,1,1,2,1,0,2,2,1,1,1,1,1,1,0,0,0,3,0,1,1,2,2,1,1,2,0,1,1,2,1,2,1,1,0,0,2
"197","Zotu.0198",1,1,1,0,1,1,0,1,1,0,3,2,0,0,1,0,0,2,2,1,2,2,1,3,2,1,3,2,0,3,2,2,2,1,2,1,2,1,2,1,1,0
"198","Zotu.0199",2,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,2,1,1,0,3,0,2,0,0,1,0,1,3,1,2,1,1,0,3,0,0,0,2,1,0
"199","Zotu.0200",2,0,0,0,2,0,2,1,2,2,2,0,2,0,0,2,0,1,1,1,1,0,1,1,0,0,2,1,1,1,1,2,1,2,1,0,1,0,0,2,1,1
"200","Zotu.0201",0,0,0,2,0,2,1,1,1,1,1,0,0,1,1,0,0,3,0,0,0,0,1,0,2,0,2,0,3,3,1,3,1,1,0,0,1,0,2,0,1,0
"201","Zotu.0202",1,0,1,2,0,1,0,1,0,1,2,1,2,1,3,0,1,2,0,1,0,1,2,0,1,1,0,2,0,3,0,2,0,0,0,0,1,1,1,0,1,1
"202","Zotu.0203",1,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,2,0,2,1,0,1,1,1,1,2,0,0,3,0,2,0,2,0
"203","Zotu.0204",3,3,0,0,0,1,1,1,0,1,2,1,0,3,3,0,0,1,0,0,1,2,1,1,2,0,0,0,1,4,2,0,0,1,1,1,1,0,1,0,2,3
"204","Zotu.0205",3,2,3,1,1,3,0,0,0,2,2,0,4,0,1,1,1,1,2,0,0,0,1,0,0,0,1,3,0,3,0,3,1,2,0,0,0,0,1,0,2,3
"205","Zotu.0206",1,0,1,0,0,1,0,1,0,1,2,3,2,0,2,0,0,1,0,0,2,1,2,0,1,0,1,0,2,1,1,0,0,2,0,0,1,1,2,1,1,1
"206","Zotu.0207",0,0,0,1,0,1,2,1,2,2,0,0,1,3,0,1,0,1,1,0,1,1,0,1,0,0,3,2,0,1,1,2,0,0,1,1,1,0,1,1,1,1
"207","Zotu.0208",1,1,1,2,0,2,3,2,0,2,3,0,1,1,1,2,1,0,0,0,0,0,1,4,2,0,1,1,2,1,3,1,1,1,0,0,0,2,0,2,0,0
"208","Zotu.0209",1,0,0,1,2,0,1,2,1,1,2,2,1,0,2,0,1,2,3,0,2,0,1,1,1,0,0,1,0,2,1,0,0,0,1,1,0,2,0,0,2,1
"209","Zotu.0210",1,1,1,0,1,1,4,0,0,1,0,0,1,1,0,0,0,1,3,0,0,1,3,0,0,0,0,1,2,3,1,1,2,0,1,2,1,0,2,1,1,0
"210","Zotu.0211",0,1,2,1,1,0,1,2,2,1,0,0,0,1,0,0,1,2,1,0,1,1,0,0,0,0,2,1,0,3,0,0,0,0,0,2,0,1,3,3,0,1
"211","Zotu.0212",1,2,3,0,0,1,0,2,1,1,2,1,0,1,2,2,0,3,3,3,0,2,1,2,2,0,0,0,3,1,1,0,2,1,0,0,1,1,0,1,2,2
"212","Zotu.0213",3,2,2,1,0,2,0,3,0,2,3,1,0,1,0,0,1,2,1,1,1,0,1,1,0,1,2,0,0,0,4,1,0,2,0,1,1,1,2,1,1,1
"213","Zotu.0214",1,3,1,1,1,0,1,0,0,0,0,1,1,0,0,2,1,1,0,1,1,2,1,1,1,2,1,0,1,2,2,1,2,1,2,1,0,1,1,1,3,0
"214","Zotu.0215",0,2,3,2,0,1,1,1,1,2,3,1,1,1,0,0,1,2,1,2,0,0,0,0,0,3,0,2,2,0,0,0,1,5,0,0,4,3,0,0,2,0
"215","Zotu.0216",1,0,4,0,0,0,2,1,2,1,1,0,2,0,1,0,1,0,1,1,0,1,0,0,1,1,0,2,2,3,0,2,0,0,1,1,1,1,1,1,1,1
"216","Zotu.0217",3,0,1,0,0,1,1,1,0,0,3,3,1,1,3,1,2,2,2,1,0,0,0,2,1,0,0,3,0,1,2,1,0,2,1,2,0,4,1,0,0,0
"217","Zotu.0218",0,2,1,2,1,0,0,0,2,1,0,1,0,1,1,2,4,2,2,2,0,1,0,0,2,1,4,2,1,1,0,0,1,1,2,2,0,0,2,1,0,2
"218","Zotu.0219",0,1,2,1,0,0,3,0,0,0,1,0,1,0,0,0,3,0,0,1,0,3,0,0,0,1,0,0,0,1,2,1,1,4,0,1,0,1,0,3,4,1
"219","Zotu.0220",0,0,1,0,1,3,5,1,2,0,1,1,1,1,2,0,1,1,0,1,2,1,1,1,1,2,2,2,2,2,1,1,3,0,1,0,2,1,1,2,1,1
"220","Zotu.0221",1,0,0,0,0,1,1,1,0,2,0,0,1,1,1,2,2,1,1,1,0,1,2,1,4,0,1,2,0,1,0,0,2,0,1,1,1,2,3,1,0,0
"221","Zotu.0222",0,1,2,2,2,1,1,1,1,0,1,0,1,4,2,1,0,1,1,0,0,0,1,0,1,2,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,2
"222","Zotu.0223",0,1,0,1,0,2,2,0,1,1,2,1,1,3,1,1,0,2,0,2,0,1,2,0,0,0,2,2,0,1,0,3,0,2,1,2,0,1,0,0,0,1
"223","Zotu.0224",0,1,1,1,3,0,1,1,2,0,0,0,2,0,0,0,3,4,2,0,0,2,0,1,1,0,0,1,0,1,1,3,0,2,0,1,0,1,2,0,1,0
"224","Zotu.0225",0,2,0,1,1,0,3,1,0,0,0,2,1,1,0,4,2,1,1,0,2,0,0,1,2,0,1,0,0,4,0,1,2,0,0,1,2,1,0,0,0,2
"225","Zotu.0226",1,5,3,0,0,0,2,2,1,0,0,0,2,0,0,1,1,2,0,1,1,1,2,1,1,0,2,0,3,3,1,1,1,1,0,1,1,3,1,1,1,0
"226","Zotu.0227",1,1,0,2,1,0,1,0,1,0,1,0,2,0,2,1,1,0,2,1,1,2,1,1,2,1,1,1,0,1,0,0,2,2,1,2,0,0,1,2,0,1
"227","Zotu.0228",0,0,0,0,2,1,0,2,4,0,1,1,1,1,1,3,1,1,0,1,1,4,1,1,0,1,3,0,0,0,0,2,2,1,0,0,0,0,0,0,0,2
"228","Zotu.0229",1,3,1,2,0,0,0,0,0,1,0,0,1,0,2,3,1,0,2,1,0,0,2,0,1,0,1,1,0,1,1,1,1,1,1,2,0,0,2,0,1,1
"229","Zotu.0230",4,1,0,0,1,0,0,0,2,3,0,1,2,1,1,0,2,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,2,2,1,2,2,0,0
"230","Zotu.0231",0,1,1,0,3,0,1,2,2,0,1,4,1,0,1,2,3,0,0,0,0,1,2,2,1,1,0,0,1,1,4,2,0,1,1,1,0,0,0,2,0,1
"231","Zotu.0232",0,0,0,1,2,1,0,1,1,2,1,1,2,1,1,0,1,0,1,2,1,1,1,0,2,2,0,0,0,0,1,2,0,1,0,1,2,1,1,2,0,1
"232","Zotu.0233",2,1,3,1,0,2,0,1,0,1,1,0,1,2,0,2,0,0,3,0,0,0,1,1,4,0,0,1,1,0,3,2,2,1,0,0,0,0,1,0,1,1
"233","Zotu.0234",1,1,2,1,2,1,0,0,1,1,0,1,1,2,1,0,1,1,2,2,0,0,1,0,1,0,3,1,0,0,3,0,1,1,0,1,0,1,1,0,2,0
"234","Zotu.0235",0,1,1,0,0,0,1,1,0,2,2,1,2,4,2,1,0,2,1,1,1,1,0,0,0,2,0,2,1,0,1,2,0,1,3,1,1,0,0,0,0,3
"235","Zotu.0236",0,2,1,1,3,1,2,2,1,1,0,0,1,0,1,2,0,0,0,2,2,1,0,2,2,2,1,0,2,0,1,0,1,2,1,0,1,1,1,0,2,2
"236","Zotu.0237",2,1,1,1,0,0,0,1,1,0,2,1,3,0,1,1,0,2,1,3,0,0,0,0,2,0,1,0,0,1,0,1,2,1,0,1,3,0,0,2,0,0
"237","Zotu.0238",0,1,0,1,0,1,0,2,1,1,0,2,1,1,0,1,0,2,1,1,3,5,1,1,0,3,1,0,2,2,2,1,2,2,1,0,1,1,0,4,2,1
"238","Zotu.0239",1,0,0,2,1,0,1,1,0,2,0,1,0,2,1,2,1,1,0,0,1,0,2,2,1,0,0,2,1,1,1,2,0,2,1,2,0,1,2,0,0,1
"239","Zotu.0240",0,0,2,0,1,2,0,1,1,0,1,0,0,1,1,1,0,0,0,3,2,3,2,2,0,0,2,2,0,0,0,4,3,2,3,0,0,2,1,2,0,0
"240","Zotu.0241",0,0,0,0,1,0,1,1,1,0,0,1,0,3,4,0,0,1,3,1,1,0,0,1,3,0,1,2,0,2,0,2,2,2,0,0,0,0,1,0,0,1
"241","Zotu.0242",0,1,1,0,1,0,2,2,0,1,2,0,1,2,3,1,2,1,2,2,1,4,0,1,0,1,1,1,0,0,0,0,1,0,0,2,4,1,0,2,2,2
"242","Zotu.0243",0,1,1,1,0,3,0,0,1,2,1,1,1,2,1,2,2,1,0,1,2,0,2,1,1,1,3,1,1,1,0,2,0,2,2,1,3,0,1,0,1,0
"243","Zotu.0244",2,0,1,1,0,1,1,1,0,5,1,1,0,0,4,0,4,2,1,0,1,2,0,1,2,0,1,0,0,1,2,2,0,0,2,0,1,1,2,0,3,1
"244","Zotu.0245",1,0,1,1,2,1,1,1,1,0,3,0,1,1,0,1,2,1,1,1,0,1,1,1,4,2,0,1,1,0,1,1,0,0,1,1,3,1,1,1,2,1
"245","Zotu.0246",0,1,0,1,0,1,0,1,0,1,0,2,1,1,1,0,3,1,1,0,1,0,3,0,0,1,0,0,0,1,1,1,0,0,1,2,3,0,0,0,0,1
"246","Zotu.0247",1,1,1,0,0,1,0,2,2,0,0,1,0,3,0,2,2,0,0,0,2,0,1,2,1,1,1,0,0,0,0,1,3,3,1,0,2,1,1,0,1,1
"247","Zotu.0248",1,2,0,3,1,2,0,0,1,1,3,1,0,1,0,1,0,0,0,1,2,0,1,0,1,1,0,1,2,1,2,1,2,0,0,0,1,2,1,0,2,1
"248","Zotu.0249",1,0,0,4,0,2,0,1,2,1,1,0,1,2,2,1,0,1,1,1,1,0,1,2,1,0,4,3,2,0,0,2,0,1,3,1,3,0,1,0,0,0
"249","Zotu.0250",1,0,2,1,1,1,0,1,0,1,0,1,0,1,0,2,0,2,1,2,1,1,2,1,1,1,0,0,0,1,3,1,1,1,1,1,1,2,0,0,1,2
"250","Zotu.0251",3,5,1,1,2,0,2,0,2,0,0,2,0,1,1,2,0,0,0,0,0,1,1,2,2,0,0,1,1,0,0,0,2,0,1,1,2,0,3,0,1,3
"251","Zotu.0252",1,0,3,0,1,3,0,1,1,2,0,0,0,1,0,1,1,0,2,1,0,1,3,3,2,0,0,2,0,0,1,1,0,0,1,0,2,1,2,2,1,0
"252","Zotu.0253",1,1,0,0,1,1,2,0,2,0,0,2,0,1,1,1,0,2,0,0,0,1,3,1,0,1,2,0,0,0,1,1,0,0,1,3,2,0,1,0,0,0
"253","Zotu.0254",2,1,0,0,3,0,1,0,4,1,3,0,2,0,1,2,0,2,1,2,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,2,0,1,0,1,2
"254","Zotu.0255",0,0,0,3,1,2,2,0,1,1,1,1,1,2,3,1,2,0,0,2,0,1,0,1,1,2,0,2,0,1,1,1,2,1,0,0,0,2,1,0,0,1
"255","Zotu.0256",1,1,2,1,2,2,0,1,3,0,2,0,3,2,2,3,1,0,1,0,1,0,2,0,0,1,1,0,3,2,2,0,1,0,1,0,0,0,0,1,3,1
"256","Zotu.0257",1,1,0,0,0,1,2,1,3,3,1,0,0,1,0,2,0,2,0,1,1,0,1,1,1,1,3,0,2,3,0,0,1,1,1,0,0,1,1,1,0,0
"257","Zotu.0258",0,1,0,2,0,2,1,0,0,2,1,5,2,0,1,0,0,1,0,2,0,2,1,0,2,0,1,1,1,2,3,1,0,0,0,2,1,2,1,0,0,1
"258","Zotu.0259",1,1,1,1,2,1,0,1,4,0,0,0,1,2,1,2,0,2,1,0,0,0,1,2,1,1,1,2,3,0,1,0,0,0,2,0,1,0,3,0,1,2
"259","Zotu.0260",0,2,1,0,1,2,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,2,1,0,1,0,3,0,1,0,1,1,1,0,0,0,1
"260","Zotu.0261",0,3,2,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,0,0,3,0,0,1,0,1,2,1,0
"261","Zotu.0262",0,1,0,1,0,1,0,2,1,1,1,0,0,1,1,1,0,2,0,0,1,0,2,1,1,0,2,2,2,0,0,1,0,4,1,1,0,1,2,2,0,0
"262","Zotu.0263",3,3,2,0,4,3,2,2,2,0,2,1,0,0,1,2,0,2,0,4,1,0,1,1,1,0,0,0,0,1,1,1,0,1,4,1,1,1,1,1,1,1
"263","Zotu.0264",1,0,1,0,0,2,0,0,0,0,0,3,1,2,4,1,1,1,0,1,2,2,3,3,0,1,2,2,2,2,1,0,1,0,3,0,2,3,0,2,0,0
"264","Zotu.0265",2,2,1,2,2,2,0,2,1,0,3,1,3,1,0,0,1,0,0,0,2,1,3,0,0,0,0,1,0,0,2,0,2,1,1,0,0,0,1,0,1,2
"265","Zotu.0266",0,2,1,1,1,0,2,0,2,0,0,1,2,2,0,1,1,2,2,1,1,0,3,1,1,0,2,0,1,2,1,2,0,3,2,1,0,1,2,2,2,0
"266","Zotu.0267",1,1,3,1,1,1,1,1,0,2,1,3,3,0,2,2,0,0,1,0,3,0,0,3,2,2,0,1,1,1,2,0,0,1,1,0,1,0,0,0,2,1
"267","Zotu.0268",2,0,1,0,0,1,0,0,2,0,0,2,0,0,1,2,1,1,0,2,0,2,1,1,1,2,1,1,2,4,0,1,0,1,2,2,3,1,1,1,0,2
"268","Zotu.0269",1,2,1,1,0,2,0,3,1,1,0,0,2,3,1,0,2,3,2,1,2,0,1,0,0,0,1,0,1,1,2,0,3,1,1,1,0,2,2,0,1,1
"269","Zotu.0270",1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,2,1,2,3,0,1,1,3,0,1,2,0,0,1,0,0,2,3,1,2,2,0,2
"270","Zotu.0271",1,2,0,0,0,0,0,1,2,0,2,2,1,0,1,0,2,2,0,1,1,1,1,1,2,1,0,1,1,0,0,2,0,1,0,2,2,0,3,1,1,1
"271","Zotu.0272",0,1,0,0,2,2,1,1,0,2,2,0,0,1,0,1,0,1,1,0,2,0,2,0,0,0,0,0,0,1,2,1,1,1,1,1,0,1,0,1,5,0
"272","Zotu.0273",1,0,2,1,0,0,1,0,0,0,1,1,1,1,1,0,1,3,1,1,1,1,2,2,1,1,1,2,3,1,0,0,1,0,0,1,0,1,0,2,0,1
"273","Zotu.0274",2,1,1,2,0,0,0,1,2,2,1,0,0,0,2,0,0,1,2,1,0,0,0,2,2,1,1,3,0,1,0,0,3,1,0,1,0,2,1,0,0,1
"274","Zotu.0275",2,1,0,2,0,0,1,0,2,1,3,2,1,2,2,2,1,1,0,1,1,2,1,1,2,1,1,0,1,1,0,1,1,3,6,1,0,0,2,0,1,2
"275","Zotu.0276",0,1,0,1,2,2,1,4,0,0,2,2,0,2,0,3,1,1,0,0,1,1,1,1,0,0,4,1,0,2,2,1,0,1,1,1,0,1,0,1,3,0
"276","Zotu.0277",1,1,1,0,1,1,1,2,0,1,0,2,0,3,1,0,2,2,1,0,1,1,3,0,3,1,1,1,3,0,2,2,1,0,0,1,3,2,1,1,1,3
"277","Zotu.0278",1,1,4,2,0,0,0,2,1,1,1,0,0,2,0,2,1,2,2,0,1,1,0,1,0,2,0,0,2,0,1,1,2,1,0,1,0,0,0,2,2,1
